rep	id	eta_rhoS	eta_eta_deltaSC	eta_rhoC_pop_value	eta_eta_rhoC	eta_eta_deltaCB	eta_rhoB	eta_S0	eta_T0
10	AG142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.346242	0.403027
1	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.139431	0.203588
2	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113818	0.411236
3	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.089249	0.486894
4	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.345222	0.304434
5	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110044	0.300552
6	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.224267	0.242640
7	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041322	0.524407
8	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017946	0.177027
9	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.310118	0.210862
10	GD14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.075282	0.168785
1	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.147979	-0.416814
2	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.276550	-0.326256
3	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079756	-0.331438
4	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.422026	-0.108699
5	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.153471	-0.348403
6	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073493	0.099853
7	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.251641	-0.200170
8	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126527	-0.267312
9	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177685	0.199011
10	GD15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.040538	0.107070
1	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.147970	-0.489955
2	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.564751	-0.527242
3	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.009839	-0.460753
4	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.579152	-0.454922
5	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.316073	-0.523225
6	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.288208	-0.582125
7	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.184490	-0.384570
8	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.205591	0.015130
9	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.503827	-0.215416
10	GD16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.436124	-0.293614
